Age,Gender,City_Size,Marital_Status,Children,Country_of_Origin,Occupation,Education,Income,Hobbies,Personality_Type,Event_Preference
51,Female,Medium,Married,Yes,Nigeria,Manager,Primary,2728,"Gaming, Cooking, Dancing",Ambivert,Entertainment
32,Female,Large,Single,No,Canada,Chef,PhD,3382,"Art, Music, Gardening, Gaming",Extrovert,Entertainment
27,Male,Medium,Married,No,United States,Developer,PhD,2406,"Gaming, Reading, Sports",Ambivert,Educational
51,Female,Medium,Married,No,France,Manager,Primary,4973,"Sports, Art, Gardening",Ambivert,Entertainment
22,Female,Small,Single,Yes,France,Teacher,Secondary,3786,"Dancing, Cooking, Music, Reading",Extrovert,Entertainment
41,Female,Small,Single,Yes,Poland,Designer,Master,2231,"Cooking, Sports, Gardening, Music",Introvert,Educational
60,Female,Small,Married,No,Poland,Developer,Bachelor,3313,"Music, Traveling",Ambivert,Entertainment
52,Male,Medium,Married,No,Canada,Unemployed,Primary,3349,"Photography, Cooking, Sports, Music",Introvert,Entertainment
54,Male,Medium,Married,No,Poland,Manager,Secondary,4658,"Music, Gaming",Introvert,Entertainment
21,Female,Medium,Single,No,Japan,Teacher,Bachelor,2480,"Dancing, Cooking, Photography",Ambivert,Entertainment
27,Female,Medium,Married,No,Germany,Engineer,Master,4121,"Gardening, Gaming",Extrovert,Educational
31,Male,Small,Single,Yes,Japan,Teacher,Master,3250,"Dancing, Traveling",Ambivert,Educational
32,Male,Medium,Single,Yes,United States,Designer,Master,4990,"Cooking, Gaming, Traveling, Music",Ambivert,Educational
27,Male,Large,Married,No,Poland,Artist,Bachelor,4749,"Gardening, Music, Sports, Traveling",Introvert,Entertainment
64,Male,Small,Single,Yes,France,Developer,Master,3436,"Reading, Gaming, Traveling, Cooking",Extrovert,Educational
25,Male,Medium,Single,Yes,India,Teacher,Secondary,2885,"Gaming, Photography",Ambivert,Entertainment
51,Female,Small,Single,No,Nigeria,Student,Bachelor,3808,"Sports, Gaming, Music, Gardening",Extrovert,Entertainment
46,Female,Medium,Married,Yes,Germany,Unemployed,Master,2983,"Gardening, Music, Art",Ambivert,Educational
47,Female,Medium,Divorced,No,Germany,Chef,Master,5216,"Traveling, Sports, Photography, Dancing",Ambivert,Educational
28,Female,Small,Divorced,No,India,Chef,Bachelor,3294,"Gaming, Music",Introvert,Entertainment
32,Male,Medium,Single,No,United States,Developer,Secondary,2713,"Cooking, Reading, Music, Traveling",Introvert,Entertainment
47,Male,Large,Married,Yes,Spain,Engineer,Secondary,2648,"Gaming, Reading",Ambivert,Educational
32,Male,Small,Married,No,Poland,Engineer,Bachelor,1744,"Dancing, Traveling",Extrovert,Entertainment
51,Male,Medium,Single,No,France,Manager,Secondary,3868,"Cooking, Gaming, Traveling",Introvert,Educational
19,Female,Medium,Single,No,Germany,Chef,Secondary,2216,"Dancing, Photography, Traveling, Gaming",Ambivert,Entertainment
21,Female,Small,Single,No,Poland,Doctor,Master,4518,"Photography, Gardening, Cooking",Ambivert,Educational
52,Male,Medium,Married,No,India,Developer,Primary,1648,"Art, Gaming, Traveling, Sports",Ambivert,Educational
47,Female,Medium,Married,No,United States,Student,Secondary,3353,"Reading, Cooking, Traveling, Dancing",Extrovert,Entertainment
20,Male,Small,Single,Yes,India,Unemployed,Secondary,4580,"Art, Photography",Ambivert,Educational
61,Male,Large,Single,No,Spain,Developer,Primary,617,"Cooking, Sports, Traveling, Reading",Extrovert,Educational
18,Female,Medium,Married,No,United States,Developer,Secondary,5622,"Cooking, Sports, Gardening, Traveling",Extrovert,Educational
63,Male,Medium,Married,Yes,United States,Engineer,Secondary,2690,"Gardening, Sports, Gaming, Music",Extrovert,Entertainment
53,Male,Small,Single,Yes,Brazil,Engineer,Bachelor,3369,"Photography, Art, Sports",Ambivert,Entertainment
65,Female,Small,Single,No,Canada,Artist,Bachelor,3886,"Photography, Art, Sports",Extrovert,Entertainment
63,Female,Medium,Divorced,No,United States,Chef,Bachelor,4071,"Music, Dancing, Sports, Gaming",Extrovert,Entertainment
33,Female,Medium,Married,No,United States,Engineer,Master,3529,"Music, Photography, Gaming",Introvert,Educational
54,Female,Small,Married,No,Nigeria,Chef,Bachelor,4397,"Music, Gaming, Cooking",Ambivert,Educational
28,Female,Medium,Married,Yes,France,Teacher,Bachelor,3823,"Reading, Music, Photography",Extrovert,Entertainment
40,Male,Medium,Divorced,No,France,Doctor,Bachelor,5313,"Dancing, Traveling, Reading",Ambivert,Educational
29,Female,Medium,Single,No,Poland,Doctor,Bachelor,3827,"Dancing, Traveling",Ambivert,Entertainment
41,Female,Large,Single,No,India,Designer,Secondary,5558,"Dancing, Gaming, Music",Ambivert,Entertainment
59,Female,Medium,Single,No,Spain,Engineer,Master,4281,"Cooking, Sports, Traveling",Extrovert,Educational
38,Female,Medium,Married,No,Germany,Sales,Bachelor,1033,"Art, Gaming, Gardening",Introvert,Educational
22,Female,Large,Single,Yes,United States,Student,Bachelor,6333,"Reading, Photography, Gardening, Music",Ambivert,Educational
33,Female,Medium,Single,No,United States,Developer,Bachelor,2511,"Cooking, Music, Gaming",Ambivert,Entertainment
55,Male,Large,Single,No,Spain,Artist,Master,4995,"Gaming, Art",Introvert,Educational
43,Male,Large,Married,Yes,Brazil,Unemployed,Bachelor,3232,"Gardening, Dancing, Photography",Introvert,Entertainment
44,Female,Medium,Married,No,Canada,Engineer,Bachelor,4473,"Gaming, Traveling, Gardening",Ambivert,Educational
38,Male,Medium,Single,No,Poland,Teacher,Bachelor,2374,"Cooking, Music, Dancing",Extrovert,Entertainment
32,Male,Large,Single,No,United States,Doctor,Master,3951,"Dancing, Sports, Gardening",Extrovert,Entertainment
46,Male,Large,Married,No,Brazil,Engineer,Secondary,2896,"Gardening, Cooking",Extrovert,Entertainment
48,Male,Small,Single,No,France,Student,Master,5095,"Gardening, Traveling",Extrovert,Educational
61,Female,Small,Married,No,Brazil,Teacher,Master,3726,"Music, Traveling",Introvert,Educational
47,Male,Medium,Single,Yes,France,Engineer,Secondary,4323,"Music, Traveling",Ambivert,Entertainment
65,Male,Large,Divorced,Yes,Poland,Student,Secondary,603,"Sports, Art, Cooking",Introvert,Entertainment
57,Female,Large,Single,No,Nigeria,Student,Master,3097,"Sports, Art, Traveling",Ambivert,Educational
21,Male,Large,Married,No,Canada,Teacher,Secondary,3693,"Sports, Traveling",Extrovert,Entertainment
36,Female,Small,Single,Yes,France,Manager,Secondary,3468,"Music, Art",Introvert,Educational
36,Female,Large,Single,No,Spain,Designer,Secondary,4353,"Photography, Cooking, Art",Ambivert,Educational
18,Female,Small,Married,No,Poland,Manager,Secondary,2761,"Music, Cooking, Sports",Ambivert,Entertainment
26,Female,Medium,Married,Yes,Nigeria,Chef,Bachelor,3259,"Art, Traveling",Introvert,Educational
54,Male,Medium,Married,No,Nigeria,Teacher,Master,4617,"Cooking, Music",Extrovert,Educational
34,Male,Medium,Married,Yes,United States,Chef,Bachelor,600,"Traveling, Sports, Gaming, Photography",Ambivert,Entertainment
25,Male,Medium,Married,No,Nigeria,Developer,Primary,3907,"Art, Gaming, Gardening",Ambivert,Educational
31,Female,Small,Divorced,Yes,Germany,Engineer,Bachelor,2799,"Traveling, Dancing, Gardening, Sports",Extrovert,Entertainment
31,Female,Small,Single,No,United States,Developer,Secondary,2105,"Cooking, Reading, Art",Introvert,Educational
26,Male,Large,Divorced,No,Poland,Engineer,Bachelor,3604,"Art, Photography, Sports, Music",Ambivert,Entertainment
22,Female,Small,Single,No,Brazil,Unemployed,Bachelor,4673,"Cooking, Dancing, Music, Photography",Extrovert,Entertainment
54,Male,Medium,Single,Yes,Japan,Student,PhD,4447,"Traveling, Sports, Dancing",Ambivert,Educational
57,Male,Small,Married,No,Canada,Doctor,Master,3038,"Music, Sports, Reading",Ambivert,Educational
41,Female,Medium,Single,No,India,Sales,Bachelor,4251,"Gaming, Gardening",Ambivert,Educational
47,Male,Small,Single,Yes,Japan,Artist,Bachelor,4242,"Sports, Gaming",Introvert,Educational
62,Male,Medium,Single,No,Japan,Engineer,Bachelor,3095,"Music, Gaming, Traveling, Reading",Introvert,Educational
58,Female,Medium,Married,No,Japan,Designer,Bachelor,2368,"Gardening, Music",Extrovert,Entertainment
19,Male,Small,Married,No,United States,Engineer,Master,2438,"Dancing, Cooking, Gardening",Introvert,Entertainment
63,Male,Large,Single,Yes,Brazil,Engineer,Master,4205,"Traveling, Reading",Extrovert,Educational
21,Female,Small,Single,No,Poland,Chef,PhD,3149,"Dancing, Reading, Cooking",Introvert,Educational
19,Female,Large,Single,No,Spain,Artist,Bachelor,1945,"Reading, Traveling",Extrovert,Educational
37,Male,Small,Single,Yes,India,Unemployed,Bachelor,1178,"Music, Gardening, Dancing, Gaming",Extrovert,Entertainment
53,Male,Large,Single,Yes,United States,Developer,Secondary,4198,"Traveling, Gaming, Sports, Music",Introvert,Entertainment
21,Female,Small,Single,No,Nigeria,Sales,Primary,2544,"Dancing, Cooking, Reading, Photography",Ambivert,Entertainment
32,Female,Medium,Married,No,Poland,Manager,Bachelor,3596,"Photography, Dancing",Extrovert,Entertainment
30,Male,Medium,Married,No,France,Manager,Master,4688,"Music, Art, Reading",Ambivert,Educational
37,Female,Medium,Single,No,Germany,Teacher,Master,1629,"Sports, Photography",Extrovert,Educational
65,Female,Large,Single,No,Nigeria,Designer,Master,3146,"Cooking, Sports",Introvert,Educational
33,Female,Small,Single,Yes,France,Developer,Bachelor,2995,"Photography, Music, Sports, Traveling",Extrovert,Entertainment
28,Female,Medium,Single,Yes,Japan,Engineer,Bachelor,3656,"Reading, Dancing, Photography",Ambivert,Educational
23,Female,Large,Single,No,Spain,Artist,Bachelor,4687,"Dancing, Photography, Gaming",Ambivert,Entertainment
27,Female,Large,Divorced,No,Brazil,Unemployed,Bachelor,1605,"Reading, Music, Photography",Ambivert,Educational
24,Female,Medium,Married,No,United States,Sales,Secondary,3884,"Photography, Music, Gardening, Art",Ambivert,Entertainment
45,Female,Medium,Married,Yes,Japan,Teacher,Bachelor,4438,"Sports, Reading",Ambivert,Educational
38,Male,Large,Single,Yes,Brazil,Teacher,Secondary,2976,"Dancing, Gardening, Sports, Photography",Introvert,Entertainment
41,Female,Large,Married,Yes,Poland,Teacher,Bachelor,3035,"Photography, Music, Gardening, Sports",Extrovert,Entertainment
57,Male,Large,Divorced,Yes,Spain,Unemployed,Master,3702,"Music, Sports, Gaming",Ambivert,Entertainment
45,Female,Large,Single,Yes,Poland,Artist,Bachelor,3614,"Traveling, Gaming, Dancing",Ambivert,Entertainment
25,Female,Medium,Married,Yes,Germany,Artist,Secondary,3899,"Dancing, Gardening, Music",Extrovert,Entertainment
36,Male,Medium,Single,Yes,India,Engineer,Bachelor,3874,"Sports, Traveling",Extrovert,Educational
33,Male,Medium,Married,No,Germany,Unemployed,Bachelor,2022,"Reading, Music, Sports, Cooking",Extrovert,Entertainment
57,Female,Small,Single,Yes,Canada,Manager,Bachelor,4388,"Cooking, Traveling, Dancing, Music",Introvert,Entertainment
32,Male,Large,Married,No,Spain,Designer,Secondary,4600,"Reading, Gardening, Photography",Extrovert,Educational
24,Female,Medium,Single,No,Brazil,Designer,Bachelor,3423,"Gaming, Reading, Art, Gardening",Introvert,Educational
53,Female,Small,Married,No,India,Artist,Master,1407,"Traveling, Reading, Gardening, Photography",Ambivert,Educational
38,Female,Medium,Married,No,Spain,Sales,Primary,3062,"Gaming, Gardening, Traveling, Music",Extrovert,Entertainment
22,Male,Small,Married,Yes,Brazil,Doctor,Bachelor,3433,"Cooking, Sports, Music, Gaming",Introvert,Entertainment
51,Male,Small,Married,No,Spain,Designer,Master,1826,"Music, Photography, Reading",Introvert,Educational
28,Male,Medium,Single,No,India,Designer,Master,2768,"Sports, Art",Ambivert,Educational
59,Female,Medium,Married,Yes,United States,Teacher,Master,1509,"Cooking, Traveling, Sports",Ambivert,Educational
57,Female,Medium,Single,No,Nigeria,Teacher,Master,3929,"Dancing, Sports, Traveling",Ambivert,Educational
35,Male,Small,Married,No,Japan,Manager,Bachelor,3399,"Cooking, Gaming, Reading",Extrovert,Educational
44,Male,Medium,Single,No,France,Designer,Bachelor,1225,"Music, Gaming",Extrovert,Entertainment
45,Male,Small,Married,No,Poland,Sales,Primary,3622,"Gardening, Sports",Extrovert,Entertainment
49,Male,Large,Single,Yes,Poland,Engineer,Primary,3132,"Dancing, Cooking",Introvert,Entertainment
21,Female,Small,Divorced,No,Spain,Developer,Bachelor,3820,"Dancing, Gardening, Music, Photography",Ambivert,Entertainment
33,Male,Large,Married,Yes,France,Designer,Secondary,2730,"Dancing, Photography, Music",Extrovert,Entertainment
26,Male,Small,Single,No,India,Teacher,Secondary,2238,"Gardening, Photography, Music, Gaming",Introvert,Entertainment
51,Male,Small,Married,Yes,France,Manager,Master,2275,"Gaming, Cooking",Ambivert,Educational
21,Female,Medium,Single,No,Poland,Chef,Secondary,2554,"Sports, Gardening, Dancing, Photography",Introvert,Entertainment
42,Male,Large,Single,No,Spain,Artist,Secondary,3223,"Gardening, Sports, Gaming, Dancing",Introvert,Entertainment
52,Male,Large,Single,No,United States,Engineer,Bachelor,3378,"Music, Cooking",Introvert,Entertainment
63,Male,Medium,Married,No,Germany,Student,Primary,2971,"Traveling, Gaming, Reading, Music",Ambivert,Educational
31,Female,Medium,Divorced,Yes,India,Doctor,Bachelor,2692,"Traveling, Gaming",Ambivert,Educational
18,Male,Small,Divorced,Yes,France,Engineer,Secondary,2778,"Cooking, Gaming, Sports, Dancing",Introvert,Entertainment
52,Male,Medium,Single,No,Poland,Teacher,Master,6209,"Cooking, Gaming, Traveling",Ambivert,Educational
18,Female,Medium,Single,Yes,Germany,Chef,Bachelor,2275,"Dancing, Cooking, Reading",Introvert,Educational
21,Male,Large,Married,No,United States,Designer,Bachelor,2530,"Traveling, Photography, Cooking, Reading",Introvert,Educational
65,Female,Medium,Single,Yes,Spain,Teacher,Secondary,7153,"Traveling, Photography",Extrovert,Educational
59,Female,Large,Married,No,Poland,Engineer,Bachelor,3705,"Photography, Sports",Ambivert,Entertainment
51,Male,Large,Widowed,No,Canada,Student,Secondary,1544,"Art, Music, Traveling",Extrovert,Entertainment
58,Female,Small,Single,No,France,Engineer,Bachelor,4211,"Sports, Dancing, Traveling, Photography",Ambivert,Entertainment
21,Female,Medium,Single,No,India,Student,Secondary,2108,"Art, Photography",Introvert,Entertainment
22,Female,Large,Divorced,Yes,Canada,Sales,Secondary,4291,"Dancing, Reading, Music, Gaming",Extrovert,Entertainment
32,Male,Medium,Married,No,Poland,Teacher,Secondary,2947,"Sports, Reading, Dancing, Gardening",Introvert,Educational
19,Female,Medium,Divorced,No,Japan,Artist,Secondary,2672,"Gardening, Photography, Art, Music",Ambivert,Educational
60,Female,Large,Married,Yes,Nigeria,Artist,Secondary,5131,"Art, Gaming, Sports, Music",Ambivert,Entertainment
20,Male,Small,Single,No,Spain,Doctor,Secondary,3880,"Traveling, Reading, Photography",Ambivert,Educational
44,Female,Large,Married,No,France,Manager,Master,4368,"Dancing, Art, Music, Reading",Extrovert,Entertainment
58,Male,Medium,Married,Yes,Poland,Designer,Bachelor,3722,"Music, Art",Extrovert,Entertainment
53,Male,Medium,Divorced,No,Spain,Sales,Bachelor,2667,"Dancing, Traveling",Introvert,Entertainment
29,Male,Medium,Married,Yes,Germany,Designer,Secondary,3934,"Reading, Dancing, Music, Photography",Introvert,Entertainment
40,Male,Medium,Married,No,Poland,Student,Secondary,4651,"Dancing, Music, Art",Ambivert,Entertainment
44,Male,Small,Single,No,Nigeria,Doctor,PhD,3362,"Cooking, Gaming, Gardening",Introvert,Educational
54,Male,Small,Single,No,Germany,Chef,Secondary,5362,"Dancing, Cooking, Reading",Ambivert,Educational
38,Male,Medium,Widowed,No,India,Teacher,Master,4221,"Music, Cooking, Dancing, Reading",Ambivert,Educational
31,Male,Medium,Widowed,No,Spain,Engineer,Bachelor,3454,"Gardening, Traveling, Dancing, Gaming",Extrovert,Entertainment
56,Male,Medium,Married,No,Japan,Manager,Bachelor,3502,"Photography, Sports, Gaming, Reading",Extrovert,Educational
60,Male,Small,Divorced,Yes,Japan,Manager,Bachelor,3365,"Reading, Gardening, Traveling, Cooking",Introvert,Educational
41,Female,Small,Single,No,Poland,Student,Master,1699,"Gardening, Cooking",Introvert,Educational
19,Male,Small,Married,Yes,United States,Artist,Master,3092,"Music, Traveling, Art, Reading",Extrovert,Educational
42,Female,Medium,Married,No,Canada,Chef,Bachelor,3465,"Reading, Photography, Traveling, Gaming",Introvert,Educational
60,Female,Small,Married,Yes,Japan,Student,Secondary,2701,"Music, Cooking",Introvert,Entertainment
65,Female,Small,Married,No,Nigeria,Artist,Bachelor,3605,"Traveling, Sports",Introvert,Educational
37,Female,Medium,Married,Yes,United States,Doctor,Secondary,3226,"Cooking, Art",Ambivert,Educational
25,Female,Medium,Divorced,No,Germany,Student,Secondary,4128,"Traveling, Photography",Introvert,Entertainment
45,Male,Medium,Single,No,United States,Sales,Bachelor,3996,"Cooking, Traveling",Ambivert,Entertainment
57,Female,Small,Married,No,United States,Sales,Secondary,3401,"Photography, Music",Introvert,Entertainment
63,Female,Large,Single,Yes,Canada,Chef,Master,1559,"Gardening, Traveling, Dancing, Sports",Extrovert,Entertainment
20,Female,Medium,Single,Yes,United States,Manager,PhD,5349,"Gardening, Music",Introvert,Educational
31,Female,Medium,Married,Yes,Japan,Sales,Secondary,3030,"Traveling, Art, Music, Gardening",Extrovert,Entertainment
40,Female,Small,Married,No,Brazil,Student,Secondary,3103,"Cooking, Sports, Traveling, Art",Ambivert,Educational
22,Male,Small,Divorced,No,France,Engineer,Bachelor,2789,"Cooking, Sports, Photography, Dancing",Ambivert,Entertainment
60,Female,Medium,Single,No,France,Chef,Primary,2614,"Traveling, Photography, Art",Extrovert,Entertainment
23,Female,Small,Single,Yes,Nigeria,Manager,Secondary,5053,"Cooking, Dancing, Photography",Ambivert,Entertainment
49,Female,Medium,Married,No,Germany,Developer,Master,4863,"Sports, Gardening",Introvert,Educational
62,Male,Medium,Divorced,Yes,United States,Student,Primary,3733,"Photography, Art",Ambivert,Educational
50,Female,Small,Widowed,Yes,Japan,Developer,Secondary,3071,"Photography, Traveling, Music",Introvert,Entertainment
54,Female,Small,Divorced,No,Spain,Manager,Bachelor,3943,"Reading, Cooking, Gardening, Sports",Introvert,Educational
30,Female,Small,Married,Yes,Japan,Student,Primary,3289,"Gaming, Dancing, Cooking",Extrovert,Entertainment
57,Female,Medium,Divorced,No,Nigeria,Developer,Master,2972,"Reading, Art, Gardening, Music",Extrovert,Educational
38,Female,Small,Single,No,United States,Doctor,Master,3606,"Art, Gardening, Sports",Ambivert,Educational
20,Female,Medium,Divorced,No,Brazil,Engineer,Secondary,2671,"Traveling, Gardening, Art, Sports",Ambivert,Educational
35,Male,Small,Married,No,United States,Artist,Secondary,3503,"Art, Music",Ambivert,Entertainment
34,Female,Medium,Single,No,Japan,Designer,Master,3445,"Photography, Art, Traveling",Introvert,Educational
43,Male,Large,Married,Yes,Spain,Manager,Bachelor,3924,"Sports, Dancing, Gardening",Introvert,Entertainment
30,Male,Large,Married,Yes,Japan,Doctor,Bachelor,2457,"Gardening, Traveling, Sports",Ambivert,Entertainment
40,Female,Medium,Single,No,United States,Student,Secondary,4052,"Music, Cooking, Sports, Photography",Ambivert,Entertainment
38,Female,Medium,Single,Yes,Spain,Teacher,Bachelor,2112,"Music, Sports",Introvert,Educational
33,Female,Medium,Married,Yes,Nigeria,Engineer,Secondary,2513,"Photography, Dancing, Traveling, Music",Ambivert,Entertainment
51,Male,Large,Divorced,No,Poland,Manager,Bachelor,2565,"Photography, Music",Ambivert,Entertainment
32,Female,Medium,Married,No,Brazil,Doctor,Bachelor,1914,"Dancing, Gardening, Traveling, Cooking",Ambivert,Entertainment
54,Female,Small,Single,Yes,Nigeria,Developer,Bachelor,4419,"Cooking, Dancing, Art, Photography",Extrovert,Entertainment
30,Female,Large,Married,No,Canada,Manager,Bachelor,2037,"Gaming, Music, Sports, Gardening",Extrovert,Entertainment
59,Female,Small,Single,No,Japan,Student,Bachelor,2361,"Reading, Traveling",Ambivert,Educational
35,Female,Large,Single,Yes,India,Doctor,Master,4706,"Gardening, Sports, Traveling, Photography",Introvert,Educational
19,Female,Small,Single,Yes,Brazil,Teacher,Bachelor,2515,"Gaming, Art, Photography",Ambivert,Educational
25,Male,Small,Married,Yes,India,Designer,Secondary,2974,"Photography, Reading",Ambivert,Educational
56,Female,Large,Single,Yes,Canada,Designer,Bachelor,1986,"Sports, Art, Gaming",Ambivert,Educational
59,Female,Medium,Single,No,United States,Artist,Master,4200,"Reading, Gaming, Dancing, Sports",Ambivert,Educational
28,Male,Medium,Single,Yes,United States,Student,Secondary,4216,"Gaming, Sports, Gardening",Introvert,Entertainment
46,Female,Large,Married,Yes,Poland,Unemployed,Master,4087,"Music, Sports",Ambivert,Educational
45,Female,Large,Single,No,Canada,Developer,Master,3845,"Traveling, Gaming, Music",Extrovert,Entertainment
24,Male,Medium,Single,No,Canada,Chef,Bachelor,3288,"Reading, Art, Photography, Music",Introvert,Educational
39,Female,Large,Married,No,India,Sales,Secondary,2571,"Photography, Traveling",Ambivert,Entertainment
51,Male,Medium,Married,Yes,Japan,Sales,Bachelor,2222,"Cooking, Dancing, Art, Traveling",Extrovert,Entertainment
64,Female,Small,Married,Yes,Germany,Developer,Secondary,4748,"Gaming, Cooking",Introvert,Educational
58,Female,Large,Married,Yes,Canada,Unemployed,Secondary,4118,"Photography, Dancing",Extrovert,Entertainment
22,Female,Medium,Married,No,Spain,Engineer,Primary,2368,"Art, Gaming, Dancing, Gardening",Extrovert,Entertainment
29,Female,Large,Married,Yes,Japan,Doctor,Bachelor,3248,"Art, Gaming",Ambivert,Entertainment
38,Female,Small,Married,No,Germany,Sales,Bachelor,2840,"Art, Traveling, Dancing",Ambivert,Entertainment
25,Male,Small,Married,Yes,United States,Developer,Bachelor,1846,"Dancing, Reading",Extrovert,Entertainment
45,Male,Small,Single,No,Spain,Doctor,Secondary,3413,"Traveling, Photography",Introvert,Educational
18,Female,Medium,Single,Yes,Poland,Developer,Bachelor,2701,"Photography, Dancing, Sports, Gaming",Ambivert,Entertainment
23,Male,Large,Single,No,France,Engineer,Bachelor,2057,"Photography, Dancing",Ambivert,Entertainment
20,Male,Medium,Single,No,France,Teacher,Bachelor,1425,"Sports, Photography, Gaming",Extrovert,Entertainment
32,Male,Small,Divorced,No,Nigeria,Sales,Secondary,1323,"Traveling, Cooking, Sports",Ambivert,Educational
54,Male,Medium,Single,Yes,Brazil,Engineer,Secondary,2754,"Traveling, Photography",Extrovert,Entertainment
26,Female,Medium,Married,No,Spain,Developer,Secondary,3098,"Traveling, Photography, Gardening",Introvert,Educational
65,Female,Medium,Widowed,Yes,Canada,Sales,Master,2150,"Reading, Dancing, Photography, Music",Introvert,Educational
30,Male,Medium,Married,No,Japan,Developer,Bachelor,3981,"Art, Reading",Extrovert,Educational
20,Male,Small,Single,No,Nigeria,Sales,Master,3121,"Traveling, Art",Ambivert,Entertainment
34,Male,Medium,Divorced,No,Canada,Designer,Bachelor,3892,"Photography, Cooking",Ambivert,Educational
53,Female,Medium,Single,No,Brazil,Designer,Secondary,2981,"Art, Reading",Ambivert,Educational
23,Male,Small,Single,No,Poland,Designer,Secondary,2255,"Art, Reading, Music",Introvert,Entertainment
21,Female,Medium,Single,No,United States,Teacher,Secondary,3337,"Gaming, Dancing, Reading",Ambivert,Educational
58,Male,Medium,Single,No,Japan,Designer,Bachelor,1685,"Photography, Sports, Art",Ambivert,Entertainment
46,Female,Medium,Married,Yes,Spain,Doctor,Master,3847,"Sports, Traveling, Cooking, Reading",Extrovert,Educational
34,Female,Small,Single,No,Canada,Engineer,Secondary,2075,"Gaming, Photography, Music",Introvert,Entertainment
54,Male,Small,Married,No,France,Student,Bachelor,4302,"Cooking, Reading, Music, Traveling",Ambivert,Educational
58,Male,Large,Single,Yes,Japan,Doctor,Secondary,2794,"Music, Cooking, Dancing, Gaming",Extrovert,Entertainment
35,Female,Small,Divorced,No,Canada,Doctor,Secondary,4475,"Gaming, Traveling, Photography",Extrovert,Entertainment
44,Female,Large,Single,No,Nigeria,Artist,Bachelor,1853,"Music, Gardening, Cooking",Ambivert,Entertainment
18,Female,Medium,Divorced,No,India,Student,Secondary,2387,"Art, Reading, Gardening",Ambivert,Educational
32,Female,Medium,Single,No,Germany,Unemployed,Secondary,3657,"Photography, Sports, Gardening, Reading",Extrovert,Educational
46,Male,Large,Divorced,No,Brazil,Designer,Bachelor,4605,"Reading, Traveling, Sports, Music",Extrovert,Entertainment
27,Female,Medium,Married,No,Brazil,Teacher,Bachelor,5200,"Traveling, Dancing",Extrovert,Entertainment
65,Female,Small,Married,No,Nigeria,Developer,Secondary,3250,"Dancing, Reading",Ambivert,Educational
64,Male,Small,Single,Yes,Spain,Unemployed,Bachelor,5405,"Art, Photography",Ambivert,Educational
30,Male,Medium,Married,Yes,Spain,Artist,Secondary,2852,"Art, Music, Sports, Dancing",Extrovert,Entertainment
37,Female,Medium,Married,No,Poland,Teacher,Master,4519,"Photography, Art, Traveling, Sports",Extrovert,Educational
27,Male,Large,Married,No,Canada,Unemployed,Master,2069,"Photography, Gardening, Cooking",Ambivert,Entertainment
42,Male,Medium,Married,No,Brazil,Doctor,Secondary,3704,"Dancing, Traveling, Music",Introvert,Entertainment
23,Male,Medium,Divorced,No,Japan,Student,Bachelor,600,"Art, Cooking, Traveling",Extrovert,Entertainment
36,Female,Small,Widowed,Yes,Spain,Sales,Secondary,1854,"Reading, Music, Cooking, Art",Ambivert,Educational
44,Male,Small,Married,No,Spain,Designer,Master,3760,"Dancing, Music, Reading, Traveling",Introvert,Educational
47,Male,Large,Single,No,Japan,Manager,Primary,1625,"Traveling, Dancing, Music",Introvert,Entertainment
46,Male,Small,Single,Yes,India,Designer,Bachelor,3712,"Dancing, Gaming, Gardening, Cooking",Introvert,Educational
28,Male,Large,Married,Yes,United States,Student,Secondary,4288,"Traveling, Dancing, Music",Ambivert,Entertainment
56,Female,Small,Widowed,No,Spain,Sales,Master,2598,"Music, Dancing",Introvert,Entertainment
51,Male,Medium,Single,Yes,United States,Teacher,PhD,2037,"Gaming, Music, Gardening",Ambivert,Educational
54,Male,Small,Single,Yes,Japan,Engineer,Secondary,2631,"Art, Gaming, Music, Dancing",Extrovert,Entertainment
40,Male,Large,Single,Yes,Germany,Student,Bachelor,2041,"Reading, Gaming, Art",Introvert,Educational
60,Male,Small,Single,No,France,Student,Bachelor,3079,"Art, Music",Introvert,Entertainment
36,Female,Medium,Widowed,Yes,India,Designer,Bachelor,3323,"Dancing, Sports, Art, Music",Introvert,Entertainment
56,Male,Large,Married,No,Germany,Engineer,Secondary,2833,"Dancing, Gaming, Cooking",Extrovert,Entertainment
27,Male,Medium,Single,No,Spain,Unemployed,Bachelor,5209,"Reading, Gaming, Photography",Introvert,Educational
29,Male,Small,Single,No,Japan,Sales,Bachelor,2337,"Cooking, Sports, Dancing, Gardening",Introvert,Entertainment
43,Male,Large,Single,No,Spain,Teacher,Master,4870,"Traveling, Dancing, Gaming, Sports",Introvert,Educational
44,Male,Medium,Married,No,United States,Manager,Bachelor,1951,"Dancing, Gaming, Gardening",Introvert,Entertainment
53,Female,Small,Married,No,Brazil,Student,Bachelor,3287,"Music, Traveling, Cooking, Gardening",Ambivert,Entertainment
32,Male,Medium,Single,No,Spain,Chef,Secondary,4620,"Dancing, Gardening",Ambivert,Entertainment
59,Male,Large,Single,Yes,Japan,Developer,Secondary,4558,"Sports, Music, Reading",Ambivert,Educational
33,Female,Medium,Divorced,No,Nigeria,Chef,Bachelor,2696,"Art, Cooking",Ambivert,Entertainment
